Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2020
11294;Pomy;56
11295;Portel-des-Corbières;1322
11296;Pouzols-Minervois;576
11297;Pradelles-Cabardès;148
11299;Preixan;625
11300;Puginier;155
11301;Puichéric;1186
11302;Puilaurens;263
11303;Puivert;436
11304;Quillan;3141
11305;Quintillan;48
11306;Quirbajou;51
11307;Raissac-d'Aude;258
11308;Raissac-sur-Lampy;462
11309;Rennes-le-Château;91
11310;Rennes-les-Bains;197
11311;Ribaute;267
11312;Ribouisse;109
11313;Ricaud;310
11314;Rieux-en-Val;85
11315;Rieux-Minervois;1937
11316;Rivel;212
11317;Rodome;107
11318;Roquecourbe-Minervois;131
11319;Roquefère;77
11320;Roquefeuil;291
11321;Roquefort-de-Sault;83
11322;Roquefort-des-Corbières;1005
11323;Roquetaillade-et-Conilhac;273
11324;Roubia;503
11325;Rouffiac-d'Aude;453
11326;Rouffiac-des-Corbières;76
11327;Roullens;508
11328;Routier;238
11330;Rustiques;509
11331;Saint-Amans;60
11332;Saint-André-de-Roquelongue;1377
11333;Saint-Benoît;107
11334;Sainte-Camelle;118
11335;Sainte-Colombe-sur-Guette;45
11336;Sainte-Colombe-sur-l'Hers;438
11337;Saint-Couat-d'Aude;381
11338;Saint-Couat-du-Razès;40
11339;Saint-Denis;500
11340;Sainte-Eulalie;518
11341;Saint-Ferriol;110
11342;Saint-Frichoux;236
11343;Saint-Gaudéric;116
11344;Saint-Hilaire;713
11345;Saint-Jean-de-Barrou;263
11346;Saint-Jean-de-Paracol;131
11347;Saint-Julia-de-Bec;104
11348;Saint-Julien-de-Briola;85
11350;Saint-Just-et-le-Bézu;51
11351;Saint-Laurent-de-la-Cabrerisse;735
11352;Saint-Louis-et-Parahou;51
11353;Saint-Marcel-sur-Aude;2028
11354;Saint-Martin-des-Puits;28
11355;Saint-Martin-de-Villereglan;370
11356;Saint-Martin-Lalande;1117
11357;Saint-Martin-le-Vieil;212
11358;Saint-Martin-Lys;24
11359;Saint-Michel-de-Lanès;481
11360;Saint-Nazaire-d'Aude;2076
11361;Saint-Papoul;866
11362;Saint-Paulet;204
11363;Saint-Pierre-des-Champs;182
11364;Saint-Polycarpe;141
11365;Saint-Sernin;41
11366;Sainte-Valière;536
11367;Saissac;919
11368;Sallèles-Cabardès;121
11369;Sallèles-d'Aude;3039
11370;Salles-d'Aude;3251
11371;Salles-sur-l'Hers;715
11372;Salsigne;378
11373;Salvezines;69
11374;Salza;20
11375;Seignalens;29
11376;La Serpent;95
11377;Serres;81
11378;Serviès-en-Val;198
11379;Sigean;5542
11380;Sonnac-sur-l'Hers;133
11381;Sougraigne;124
11382;Souilhanels;359
11383;Souilhe;333
11384;Soulatgé;128
11385;Soupex;234
11386;Talairan;467
11387;Taurize;110
11388;Termes;47
11389;Terroles;15
11390;Thézan-des-Corbières;554
11391;La Tourette-Cabardès;24
11392;Tournissan;268
11393;Tourouzelle;489
11394;Tourreilles;130
11395;Trassanel;28
11396;Trausse;598
11397;Trèbes;5438
11398;Treilles;255
11399;Tréville;106
11400;Tréziers;105
11401;Tuchan;790
11402;Valmigère;24
11404;Ventenac-Cabardès;955
11405;Ventenac-en-Minervois;575
11406;Véraza;32
11407;Verdun-en-Lauragais;286
11408;Verzeille;489
11409;Vignevieille;105
11410;Villalier;970
11411;Villanière;137
11412;Villardebelle;56
11413;Villardonnel;500
11414;Villar-en-Val;24
11415;Villar-Saint-Anselme;125
11416;Villarzel-Cabardès;257
11417;Villarzel-du-Razès;98
11418;Villasavary;1212
11419;Villautou;64
11420;Villebazy;139
11421;Villedaigne;554
11422;Villedubert;345
11423;Villefloure;156
11424;Villefort;85
11425;Villegailhenc;1658
11426;Villegly;1196
11427;Villelongue-d'Aude;299
11428;Villemagne;247
11429;Villemoustaussou;4501
11430;Villeneuve-la-Comptal;1380
11431;Villeneuve-les-Corbières;251
11432;Villeneuve-lès-Montréal;335
11433;Villeneuve-Minervois;955
11434;Villepinte;1260
11435;Villerouge-Termenès;157
11436;Villesèque-des-Corbières;370
11437;Villesèquelande;899
11438;Villesiscle;381
11439;Villespy;408
11440;Villetritouls;34
11441;Vinassan;2662
12001;Agen-d'Aveyron;1086
12002;Aguessac;887
12003;Les Albres;342
12004;Almont-les-Junies;441
12006;Alrance;345
12007;Ambeyrac;177
12008;Anglars-Saint-Félix;918
12009;Arnac-sur-Dourdou;36
12010;Arques;158
12011;Arvieu;764
12012;Asprières;755
12013;Aubin;3640
12015;Auriac-Lagast;229
12016;Auzits;817
12017;Ayssènes;218
12018;Balaguier-d'Olt;180
12019;Balaguier-sur-Rance;88
12021;Le Bas Ségala;1576
12022;La Bastide-Pradines;113
12023;La Bastide-Solages;104
12024;Belcastel;193
12025;Belmont-sur-Rance;970
12026;Bertholène;1060
12027;Bessuéjouls;209
12028;Boisse-Penchot;520
12029;Bor-et-Bar;200
12030;Bouillac;376
12031;Bournazel;346
12032;Boussac;598
12033;Bozouls;2951
12034;Brandonnet;295
12035;Brasc;173
12036;Brommat;637
12037;Broquiès;609
12038;Brousse-le-Château;165
12039;Brusque;261
12041;Cabanès;268
12042;Calmels-et-le-Viala;201
12043;Calmont;2184
12044;Camarès;1025
12045;Camboulazet;380
12046;Camjac;574
12047;Campagnac;450
12048;Campouriez;341
12049;Campuac;457
12050;Canet-de-Salars;447
12051;Cantoin;310
12052;Capdenac-Gare;4400
12053;La Capelle-Balaguier;337
12054;La Capelle-Bleys;347
12055;La Capelle-Bonance;83
12056;Baraqueville;3158
12057;Cassagnes-Bégonhès;936
12058;Cassuéjouls;105
12059;Castanet;516
12060;Castelmary;113
12061;Castelnau-de-Mandailles;570
12062;Castelnau-Pégayrols;348
12063;La Cavalerie;2188
12064;Le Cayrol;274
12065;Centrès;464
12066;Clairvaux-d'Aveyron;1146
12067;Le Clapier;75
12068;Colombiès;872
12069;Combret;261
12070;Compeyre;518
12071;Compolibat;337
12072;Comprégnac;228
12073;Comps-la-Grand-Ville;628
12074;Condom-d'Aubrac;292
12075;Connac;104
12076;Conques-en-Rouergue;1586
12077;Cornus;514
12078;Les Costes-Gozon;180
12079;Coubisou;488
12080;Coupiac;363
12082;La Couvertoirade;191
12083;Cransac;1472
12084;Creissels;1558
12085;Crespin;315
12086;La Cresse;323
12088;Curières;223
12089;Decazeville;5196
12090;Druelle Balsac;3196
12091;Drulhe;458
12092;Durenque;523
12093;Le Fel;181
12094;Entraygues-sur-Truyère;981
12095;Escandolières;242
12096;Espalion;4643
12097;Espeyrac;250
12098;Estaing;476
12099;Fayet;238
12100;Firmi;2363
12101;Flagnac;1081
12102;Flavin;2365
12103;Florentin-la-Capelle;283
12104;Foissac;487
12105;La Fouillade;1108
12106;Gabriac;549
12107;Gaillac-d'Aveyron;318
12108;Galgan;374
12109;Gissac;98
12110;Golinhac;340
12111;Goutrens;488
12113;Gramond;517
12115;L'Hospitalet-du-Larzac;308
12116;Huparlac;261
12118;Lacroix-Barrez;525
12119;Laguiole;1230
12120;Laissac-Sévérac l'Église;2153
12121;Lanuéjouls;726
12122;Lapanouse-de-Cernon;124
12124;Lassouts;315
12125;Laval-Roquecezière;277
12127;Lédergues;638
12128;Lescure-Jaoul;219
12129;Lestrade-et-Thouels;448
12130;Livinhac-le-Haut;1123
12131;La Loubière;1518
12133;Luc-la-Primaube;5962
12134;Lugan;351
12135;Lunac;439
12136;Maleville;936
12137;Manhac;841
12138;Marcillac-Vallon;1724
12139;Marnhagues-et-Latour;138
12140;Martiel;975
12141;Martrin;219
12142;Mayran;629
12143;Mélagues;62
12144;Meljac;122
12145;Millau;21482
12146;Le Monastère;2306
12147;Montagnol;141
12148;Montbazens;1417
12149;Montclar;150
12150;Monteils;481
12151;Montézic;218
12152;Montfranc;128
12153;Montjaux;426
12154;Montlaur;633
12155;Fondamente;334
12156;Montpeyroux;528
12157;Montrozier;1717
12158;Montsalès;326
12159;Morlhon-le-Haut;556
12160;Mostuéjouls;320
12161;Mouret;549
12162;Moyrazès;1076
12163;Murasson;211
12164;Mur-de-Barrez;696
12165;Muret-le-Château;362
12166;Murols;113
12167;Najac;701
12168;Nant;992
12169;Naucelle;2023
12170;Naussac;373
12171;Nauviale;588
12172;Le Nayrac;528
12174;Olemps;3471
12175;Ols-et-Rinhodes;189
12176;Onet-le-Château;11797
12177;Palmas d'Aveyron;1028
12178;Paulhe;371
12179;Peux-et-Couffouleux;85
12180;Peyreleau;73
12181;Peyrusse-le-Roc;210
12182;Pierrefiche;284
12183;Plaisance;219
12184;Pomayrols;120
12185;Pont-de-Salars;1632
12186;Pousthomy;212
12187;Prades-d'Aubrac;348
12188;Prades-Salars;319
12189;Pradinas;354
12190;Prévinquières;288
12191;Privezac;324
12192;Mounes-Prohencoux;186
12193;Pruines;282
12194;Quins;852
12195;Rebourguil;270
12197;Réquista;1978
12198;Rieupeyroux;1940
12199;Rignac;2006
12200;Rivière-sur-Tarn;1029
12201;Rodelle;1071
12202;Rodez;24397
12203;Roquefort-sur-Soulzon;555
12204;La Roque-Sainte-Marguerite;177
12205;La Rouquette;770
12206;Roussennac;631
12207;Rullac-Saint-Cirq;346
12208;Saint-Affrique;8018
12209;Saint-Amans-des-Cots;749
12210;Saint-André-de-Najac;455
12211;Saint-André-de-Vézines;133
12212;Saint-Beaulize;87
12213;Saint-Beauzély;624
12214;Saint-Chély-d'Aubrac;518
12215;Saint-Christophe-Vallon;1171
12216;Saint-Côme-d'Olt;1426
12217;Sainte-Croix;744
12219;Sainte-Eulalie-d'Olt;377
12220;Sainte-Eulalie-de-Cernon;299
12221;Saint-Félix-de-Lunel;354
12222;Saint-Félix-de-Sorgues;187
12223;Argences en Aubrac;1602
12224;Saint Geniez d'Olt et d'Aubrac;2217
12225;Saint-Georges-de-Luzençon;1606
12226;Saint-Hippolyte;424
12227;Saint-Igest;178
12228;Saint-Izaire;308
12229;Saint-Jean-d'Alcapiès;244
12230;Saint-Jean-Delnous;393
12231;Saint-Jean-du-Bruel;717
12232;Saint-Jean-et-Saint-Paul;281
12233;Saint-Juéry;294
12234;Sainte-Juliette-sur-Viaur;624
12235;Saint-Just-sur-Viaur;204
12236;Saint-Laurent-de-Lévézou;153
12237;Saint-Laurent-d'Olt;648
12238;Saint-Léons;425
12239;Saint-Martin-de-Lenne;324
12240;Saint-Parthem;401
12241;Sainte-Radegonde;1759
12242;Saint-Rémy;306
12243;Saint-Rome-de-Cernon;957
12244;Saint-Rome-de-Tarn;889
12246;Saint-Santin;530
12247;Saint-Saturnin-de-Lenne;297
12248;Saint-Sernin-sur-Rance;607
12249;Saint-Sever-du-Moustier;189
12250;Saint-Symphorien-de-Thénières;210
12251;Saint-Victor-et-Melvieu;322
12252;Salles-Courbatiès;439
12253;Salles-Curan;1005
12254;Salles-la-Source;2286
12255;Salmiech;762
12256;Salvagnac-Cajarc;367
12257;Causse-et-Diège;797
12258;La Salvetat-Peyralès;989
12259;Sanvensa;643
12260;Sauclières;169
12261;Saujac;124
12262;Sauveterre-de-Rouergue;713
12263;Savignac;752
12264;Sébazac-Concourès;3330
12265;Sébrazac;529
12266;Ségur;547
12267;La Selve;626
12268;Sénergues;424
12269;La Serre;126
12270;Sévérac d'Aveyron;4079
12272;Sonnac;519
12273;Soulages-Bonneval;298
12274;Sylvanès;114
12275;Tauriac-de-Camarès;35
12276;Tauriac-de-Naucelle;359
12277;Taussac;523
12278;Tayrac;185
12280;Thérondels;391
12281;Toulonjac;745
12282;Tournemire;424
12283;Trémouilles;476
12284;Le Truel;344
12286;Vabres-l'Abbaye;1219
12287;Vailhourles;636
12288;Valady;1595
12289;Valzergues;206
12290;Vaureilles;490
12291;Verrières;378
12292;Versols-et-Lapeyre;416
12293;Veyreau;136
12294;Vézins-de-Lévézou;649
12295;Viala-du-Pas-de-Jaux;97
12296;Viala-du-Tarn;528
12297;Le Vibal;510
12298;Villecomtal;417
12299;Villefranche-de-Panat;684
12300;Villefranche-de-Rouergue;11681
12301;Villeneuve;1976
12303;Vimenet;251
12305;Viviez;1227
12307;Curan;293
13001;Aix-en-Provence;147122
13002;Allauch;21546
13003;Alleins;2695
13004;Arles;50968
13005;Aubagne;47190
13006;Aureille;1545
13007;Auriol;12667
13008;Aurons;565
13009;La Barben;845
13010;Barbentane;4228
13011;Les Baux-de-Provence;315
13012;Beaurecueil;600
13013;Belcodène;1917
13014;Berre-l'Étang;13834
13015;Bouc-Bel-Air;14984
13016;La Bouilladisse;6316
13017;Boulbon;1516
13018;Cabannes;4471
13019;Cabriès;10006
13020;Cadolive;2179
13021;Carry-le-Rouet;5705
13022;Cassis;6782
13023;Ceyreste;4801
13024;Charleval;2655
13025;Châteauneuf-le-Rouge;2358
13026;Châteauneuf-les-Martigues;17809
13027;Châteaurenard;16201
13028;La Ciotat;36441
13029;Cornillon-Confoux;1494
13030;Cuges-les-Pins;5380
13031;La Destrousse;3803
13032;Éguilles;8076
13033;Ensuès-la-Redonne;5739
13034;Eygalières;1730
13035;Eyguières;6854
13036;Eyragues;4421
13037;La Fare-les-Oliviers;8800
13038;Fontvieille;3531
13039;Fos-sur-Mer;15512
13040;Fuveau;10164
13041;Gardanne;21501
13042;Gémenos;6698
13043;Gignac-la-Nerthe;9899
13044;Grans;5201
13045;Graveson;4854
13046;Gréasque;4281
13047;Istres;44438
13048;Jouques;4436
13049;Lamanon;2044
13050;Lambesc;10018
13051;Lançon-Provence;9052
13052;Maillane;2705
13053;Mallemort;6184
13054;Marignane;32515
13055;Marseille;870321
13056;Martigues;48506
13057;Mas-Blanc-des-Alpilles;516
13058;Maussane-les-Alpilles;2396
13059;Meyrargues;3843
13060;Meyreuil;5786
13061;Saint-Pierre-de-Mézoargues;219
13062;Mimet;4158
13063;Miramas;26433
13064;Mollégès;2662
13065;Mouriès;3400
13066;Noves;5827
13067;Orgon;2752
13068;Paradou;2145
13069;Pélissanne;10561
13070;La Penne-sur-Huveaune;6521
13071;Les Pennes-Mirabeau;21897
13072;Peynier;3567
13073;Peypin;5604
13074;Peyrolles-en-Provence;5129
13075;Plan-de-Cuques;11522
13076;Plan-d'Orgon;3562
13077;Port-de-Bouc;16290
13078;Port-Saint-Louis-du-Rhône;8370
13079;Puyloubier;1785
13080;Le Puy-Sainte-Réparade;5866
13081;Rognac;12136
13082;Rognes;4616
13083;Rognonas;4036
13084;La Roque-d'Anthéron;5411
13085;Roquefort-la-Bédoule;5937
13086;Roquevaire;8569
13087;Rousset;4977
13088;Le Rove;5193
13089;Saint-Andiol;3396
13090;Saint-Antonin-sur-Bayon;125
13091;Saint-Cannat;5648
13092;Saint-Chamas;8617
13093;Saint-Estève-Janson;379
13094;Saint-Étienne-du-Grès;2492
13095;Saint-Marc-Jaumegarde;1229
13096;Saintes-Maries-de-la-Mer;2123
13097;Saint-Martin-de-Crau;13364
13098;Saint-Mitre-les-Remparts;5818
13099;Saint-Paul-lès-Durance;891
13100;Saint-Rémy-de-Provence;9692
13101;Saint-Savournin;3481
13102;Saint-Victoret;6609
13103;Salon-de-Provence;45009
13104;Sausset-les-Pins;7570
13105;Sénas;6878
13106;Septèmes-les-Vallons;11366
13107;Simiane-Collongue;5917
13108;Tarascon;15508
13109;Le Tholonet;2355
13110;Trets;10507
13111;Vauvenargues;1024
13112;Velaux;8579
13113;Venelles;8432
13114;Ventabren;5381
13115;Vernègues;2062
13116;Verquières;805
13117;Vitrolles;34418
13118;Coudoux;3668
13119;Carnoux-en-Provence;6623
14001;Ablon;1194
14003;Agy;310
14005;Valambray;1700
14006;Amayé-sur-Orne;1067
14007;Amayé-sur-Seulles;224
14009;Amfreville;1378
14011;Aurseulles;1899
14012;Angerville;195
14014;Colomby-Anguerny;1256
14015;Anisy;742
14016;Annebault;490
14019;Arganchy;216
14020;Argences;3798
14021;Arromanches-les-Bains;465
14022;Asnelles;603
14023;Asnières-en-Bessin;69
14024;Auberville;591
14025;Aubigny;315
14026;Audrieu;1125
14027;Les Monts d'Aunay;4595
14030;Authie;1666
14032;Les Authieux-sur-Calonne;275
14033;Auvillars;212
14034;Avenay;572
14035;Balleroy-sur-Drôme;1346
14036;Banneville-la-Campagne;171
14037;Malherbe-sur-Ajon;567
14038;Banville;792
14039;Barbery;802
14040;Barbeville;210
14041;Barneville-la-Bertran;123
14042;Baron-sur-Odon;1005
14043;Barou-en-Auge;69
14044;Basly;1065
14045;Basseneville;249
14046;Bavent;1932
14047;Bayeux;12640
14049;Bazenville;141
14050;La Bazoque;185
14053;Beaumais;167
14054;Beaumesnil;202
14055;Beaumont-en-Auge;409
14057;Bellengreville;1470
14059;Benerville-sur-Mer;420
14060;Bénouville;2039
14061;Souleuvre en Bocage;8848
14062;Bény-sur-Mer;444
14063;Bernesq;213
14064;Bernières-d'Ailly;221
14066;Bernières-sur-Mer;2330
14068;Biéville-Beuville;3646
14069;Beuvillers;1331
14070;Beuvron-en-Auge;197
14076;Blainville-sur-Orne;5761
14077;Blangy-le-Château;728
14078;Blay;364
14079;Blonville-sur-Mer;1552
14080;Le Bô;125
14082;La Boissière;189
14083;Bonnebosq;666
14084;Bonnemaison;398
14085;Bonneville-la-Louvet;814
14086;Bonneville-sur-Touques;321
14087;Bonnœil;122
14088;Bons-Tassilly;401
14089;Bougy;390
14090;Boulon;778
14091;Bourgeauville;100
14092;Bourguébus;2304
14093;Branville;198
14096;Brémoy;236
14097;Bretteville-le-Rabet;303
14098;Thue et Mue;6150
14100;Bretteville-sur-Laize;1912
14101;Bretteville-sur-Odon;4069
14102;Le Breuil-en-Auge;994
14103;Le Breuil-en-Bessin;415
14104;Le Brévedent;178
14106;Bréville-les-Monts;659
14107;Bricqueville;155
14110;Brucourt;126
14111;Bucéels;437
14116;Le Bû-sur-Rouvres;113
14117;Cabourg;3511
14118;Caen;107250
14119;Cagny;2003
14120;Cahagnes;1400
14121;Cahagnolles;256
14122;La Caine;158
14123;Cairon;2029
14124;La Cambe;548
14125;Cambes-en-Plaine;1717
14126;Cambremer;1322
14127;Campagnolles;555
14130;Campigny;186
14131;Canapville;226
14132;Canchy;205
14134;Canteloup;190
14135;Carcagny;281
14136;Cardonville;96
14137;Carpiquet;3137
14138;Cartigny-l'Épinay;295
14140;Castillon;352
14141;Castillon-en-Auge;160
14143;Caumont-sur-Aure;2394
14145;Cauvicourt;550
14146;Cauville;169
14147;Cernay;139
14149;Cesny-aux-Vignes;416
14150;Cesny-les-Sources;1365
14159;Chouain;229
14160;Cintheaux;187
14161;Clarbec;331
14162;Clécy;1305
14163;Cléville;387
14165;Colleville-sur-Mer;184
14166;Colleville-Montgomery;2546
14167;Colombelles;7029
14168;Colombières;205
14169;Colombiers-sur-Seulles;157
14171;Combray;144
14172;Commes;445
14173;Condé-sur-Ifs;434
14174;Condé-en-Normandie;6296
14175;Condé-sur-Seulles;298
14177;Coquainvilliers;844
14179;Cordebugle;164
14180;Cordey;155
14181;Cormelles-le-Royal;5093
14182;Cormolain;397
14183;Cossesseville;107
14184;Cottun;230
14190;Courcy;127
14191;Courseulles-sur-Mer;4185
14193;Courtonne-la-Meurdrac;665
14194;Courtonne-les-Deux-Églises;642
14195;Courvaudon;270
14196;Crépon;212
14197;Cresserons;1099
14198;Cresseveuille;252
14200;Creully sur Seulles;2260
14202;Cricquebœuf;267
14203;Cricqueville-en-Auge;189
14204;Cricqueville-en-Bessin;172
14205;Cristot;218
14206;Crocy;291
14207;Croisilles;648
14209;Crouay;505
14211;Culey-le-Patry;366
14214;Cussy;183
14215;Cuverville;2284
14216;Damblainville;239
14218;Danestal;404
14220;Deauville;3567
14221;Démouville;3063
14223;Le Détroit;88
14224;Deux-Jumeaux;47
14225;Dives-sur-Mer;5234
14226;Donnay;302
14227;Douville-en-Auge;214
14228;Douvres-la-Délivrande;5076
14229;Dozulé;2314
14230;Drubec;114
14231;Beaufour-Druval;439
14232;Ducy-Sainte-Marguerite;172
14236;Ellon;608
14237;Émiéville;633
14238;Englesqueville-en-Auge;112
14239;Englesqueville-la-Percée;103
14240;Épaney;508
14241;Épinay-sur-Odon;624
14242;Épron;1655
14243;Équemauville;1580
14244;Eraines;294
14245;Ernes;319
14246;Escoville;809
14248;Espins;250
14249;Esquay-Notre-Dame;1436
14250;Esquay-sur-Seulles;279
14251;Esson;550
14252;Estrées-la-Campagne;265
14254;Éterville;1644
14256;Étréham;330
14257;Évrecy;2020
14258;Falaise;7849
14260;Fauguernon;241
14261;Le Faulq;335
14266;Feuguerolles-Bully;1443
14269;Fierville-les-Parcs;228
14270;Firfol;387
14271;Fleury-sur-Orne;4981
14272;La Folie;99
14273;La Folletière-Abenon;140
14274;Fontaine-Étoupefour;2682
14275;Fontaine-Henry;494
14276;Fontaine-le-Pin;355
14277;Fontenay-le-Marmion;1946
14278;Fontenay-le-Pesnel;1197
14280;Formentin;259
14281;Formigny La Bataille;744
14282;Foulognes;213
14283;Fourches;220
14284;Fourneaux-le-Val;155
14285;Le Fournet;76
14286;Fourneville;477
14287;Frénouville;1981
14288;Le Fresne-Camilly;949
14289;Fresné-la-Mère;580
14290;Fresney-le-Puceux;804
14291;Fresney-le-Vieux;297
14293;Fumichon;272
14297;Gavrus;597
14298;Géfosse-Fontenay;132
14299;Genneville;844
14300;Gerrots;51
14301;Giberville;4881
14302;Glanville;164
14303;Glos;926
14304;Gonneville-sur-Honfleur;873
14305;Gonneville-sur-Mer;670
14306;Gonneville-en-Auge;389
14308;Goustranville;301
14309;Gouvix;834
14310;Grainville-Langannerie;733
14311;Grainville-sur-Odon;1049
14312;Grandcamp-Maisy;1533
14316;Grangues;276
14318;Graye-sur-Mer;731
14319;Grentheville;964
14320;Grimbosq;282
14322;Guéron;246
14325;Hermanville-sur-Mer;3144
14326;Hermival-les-Vaux;825
14327;Hérouville-Saint-Clair;22150
14328;Hérouvillette;1349
14329;Heuland;115
14332;La Hoguette;664
14333;Honfleur;6742
14334;L'Hôtellerie;318
14335;Hotot-en-Auge;298
14336;Hottot-les-Bagues;473
14337;La Houblonnière;329
14338;Houlgate;1689
14341;Ifs;11902
14342;Isigny-sur-Mer;3590
14343;Les Isles-Bardel;67
14344;Janville;386
14345;Jort;301
14346;Juaye-Mondaye;685
14347;Dialan sur Chaîne;1027
14348;Juvigny-sur-Seulles;82
14349;Laize-Clinchamps;2130
14352;Landelles-et-Coupigny;839
14353;Landes-sur-Ajon;451
14354;Langrune-sur-Mer;1948
14355;Ponts sur Seulles;1217
14357;Terres de Druance;903
14358;Léaupartie;88
14360;Leffard;219
14362;Lessard-et-le-Chêne;159
14364;Lingèvres;466
14365;Lion-sur-Mer;2499
14366;Lisieux;19755
14367;Lison;434
14368;Lisores;263
14369;Litteau;286
14370;Le Molay-Littry;3030
14371;Livarot-Pays-d'Auge;6183
14374;Les Loges;144
14375;Les Loges-Saulces;170
14377;Longues-sur-Mer;585
14378;Longueville;270
14379;Longvillers;361
14380;Loucelles;186
14381;Louvagny;60
14383;Louvigny;2666
14384;Luc-sur-Mer;3241
14385;Magny-en-Bessin;160
14389;Maisoncelles-Pelvey;260
14390;Maisoncelles-sur-Ajon;188
14391;Maisons;405
14393;Maizet;368
14394;Maizières;431
14396;Maltot;1025
14397;Mandeville-en-Bessin;326
14398;Manerbe;547
14399;Manneville-la-Pipard;268
14400;Le Manoir;211
14401;Manvieux;139
14402;Le Marais-la-Chapelle;104
14403;Marolles;744
14404;Martainville;121
14405;Martigny-sur-l'Ante;328
14406;Moulins-en-Bessin;1088
14407;Mathieu;2318
14408;May-sur-Orne;2016
14409;Merville-Franceville-Plage;2195
14410;Méry-Bissières-en-Auge;1078
14411;Meslay;319
14412;Le Mesnil-au-Grain;80
14419;Le Mesnil-Eudes;253
14421;Le Mesnil-Guillaume;591
14424;Le Mesnil-Robert;188
14425;Le Mesnil-Simon;161
14426;Le Mesnil-sur-Blangy;162
14427;Le Mesnil-Villement;291
14430;Meuvaines;136
14431;Mézidon Vallée d'Auge;9624
14435;Les Monceaux;202
14436;Monceaux-en-Bessin;556
14437;Mondeville;10054
14438;Mondrainville;558
14439;Monfréville;91
14445;Montfiquet;90
14446;Montigny;99
14448;Montreuil-en-Auge;66
14449;Monts-en-Bessin;408
14452;Morteaux-Coulibœuf;616
14453;Mosles;351
14454;Mouen;1683
14455;Moulines;276
14456;Moult-Chicheboville;3344
14457;Les Moutiers-en-Auge;129
14458;Les Moutiers-en-Cinglais;515
14460;Moyaux;1342
14461;Mutrécy;506
14465;Nonant;505
14466;Norolles;342
14467;Noron-l'Abbaye;318
14468;Noron-la-Poterie;346
14469;Norrey-en-Auge;92
14473;Notre-Dame-de-Livaye;111
14474;Notre-Dame-d'Estrées-Corbon;201
14475;Val d'Arry;2399
14476;Olendon;182
14478;Orbec;1943
14480;Osmanville;514
14482;Ouézy;241
14483;Ouffières;190
14484;Ouilly-du-Houley;247
14486;Ouilly-le-Tesson;572
14487;Ouilly-le-Vicomte;756
14488;Ouistreham;9438
14491;Parfouru-sur-Odon;195
14492;Pennedepie;313
14494;Périers-en-Auge;124
14495;Périers-sur-le-Dan;566
14496;Périgny;57
14497;Perrières;337
