Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2020
80123;Bourdon;373
80124;Bourseville;708
80125;Boussicourt;86
80126;Bouttencourt;928
80127;Bouvaincourt-sur-Bresle;833
80128;Bouvincourt-en-Vermandois;144
80129;Bouzincourt;539
80130;Bovelles;422
80131;Boves;3335
80132;Braches;216
80133;Brailly-Cornehotte;230
80134;Brassy;81
80135;Bray-lès-Mareuil;244
80136;Bray-sur-Somme;1247
80137;Breilly;758
80138;Bresle;123
80139;Breuil;44
80140;Brévillers;110
80141;Brie;324
80142;Briquemesnil-Floxicourt;335
80143;Brocourt;103
80144;Brouchy;491
80145;Brucamps;139
80146;Brutelles;204
80147;Buigny-l'Abbé;333
80148;Buigny-lès-Gamaches;397
80149;Buigny-Saint-Maclou;527
80150;Buire-Courcelles;217
80151;Buire-sur-l'Ancre;304
80152;Bus-la-Mésière;147
80153;Bus-lès-Artois;133
80154;Bussu;214
80155;Bussus-Bussuel;297
80156;Bussy-lès-Daours;408
80157;Bussy-lès-Poix;94
80158;Buverchy;52
80159;Cachy;279
80160;Cagny;1208
80161;Cahon;208
80162;Caix;701
80163;Cambron;774
80164;Camon;4441
80165;Camps-en-Amiénois;187
80166;Canaples;703
80167;Canchy;334
80168;Candas;1086
80169;Cannessières;64
80170;Cantigny;110
80171;Caours;598
80172;Cappy;548
80173;Cardonnette;530
80174;Le Cardonnois;76
80176;Carrépuis;267
80177;Cartigny;704
80179;Caulières;222
80180;Cavillon;100
80181;Cayeux-en-Santerre;122
80182;Cayeux-sur-Mer;2411
80183;Cerisy-Buleux;267
80184;Cerisy;535
80185;Champien;285
80186;Chaulnes;1997
80187;La Chaussée-Tirancourt;664
80188;Chaussoy-Epagny;589
80189;La Chavatte;72
80190;Chépy;1231
80191;Chilly;170
80192;Chipilly;166
80193;Chirmont;145
80194;Chuignes;142
80195;Chuignolles;148
80196;Citerne;247
80197;Cizancourt;29
80198;Clairy-Saulchoix;379
80199;Cléry-sur-Somme;523
80200;Cocquerel;219
80201;Coigneux;49
80202;Coisy;378
80203;Colincamps;87
80204;Combles;739
80205;Condé-Folie;900
80206;Contalmaison;118
80207;Contay;346
80208;Conteville;222
80210;Contre;144
80211;Conty;1815
80212;Corbie;6276
80213;Cottenchy;573
80214;Coullemelle;314
80215;Coulonvillers;216
80216;Courcelette;154
80217;Courcelles-au-Bois;72
80218;Courcelles-sous-Moyencourt;147
80219;Courcelles-sous-Thoix;67
80220;Courtemanche;99
80221;Cramont;303
80222;Crécy-en-Ponthieu;1366
80223;Crémery;137
80224;Cressy-Omencourt;124
80225;Creuse;193
80226;Croix-Moligneaux;269
80227;Croixrault;449
80228;Le Crotoy;1979
80229;Crouy-Saint-Pierre;351
80230;Curchy;303
80231;Curlu;173
80232;Damery;233
80233;Dancourt-Popincourt;154
80234;Daours;773
80235;Dargnies;1184
80236;Davenescourt;566
80237;Démuin;525
80238;Dernancourt;549
80239;Devise;55
80240;Doingt;1388
80241;Domart-en-Ponthieu;1059
80242;Domart-sur-la-Luce;407
80243;Domesmont;43
80244;Dominois;173
80245;Domléger-Longvillers;303
80246;Dommartin;346
80247;Dompierre-Becquincourt;718
80248;Dompierre-sur-Authie;427
80249;Domqueur;310
80250;Domvast;348
80251;Doudelainville;359
80252;Douilly;251
80253;Doullens;5870
80256;Dreuil-lès-Amiens;1620
80258;Driencourt;85
80259;Dromesnil;86
80260;Drucat;931
80261;Dury;1452
80262;Eaucourt-sur-Somme;376
80263;L'Échelle-Saint-Aurin;48
80264;Éclusier-Vaux;85
80265;Embreville;563
80266;Englebelmer;311
80267;Ennemain;269
80268;Épagne-Épagnette;525
80269;Épaumesnil;112
80270;Épécamps;6
80271;Épehy;1125
80272;Épénancourt;124
80273;Éplessier;347
80274;Eppeville;1766
80275;Équancourt;297
80276;Équennes-Éramecourt;287
80278;Erches;189
80279;Ercheu;761
80280;Ercourt;122
80281;Ergnies;173
80282;Érondelle;513
80283;Esclainvillers;164
80284;Esmery-Hallon;730
80285;Essertaux;261
80287;Estrébœuf;239
80288;Estrées-Deniécourt;344
80290;Estrées-lès-Crécy;391
80291;Estrées-sur-Noye;268
80292;Étalon;133
80293;Ételfay;354
80294;Éterpigny;162
80295;Étinehem-Méricourt;593
80296;L'Étoile;1175
80297;Étréjust;40
80298;Étricourt-Manancourt;528
80299;La Faloise;238
80300;Falvy;159
80301;Famechon;278
80302;Faverolles;171
80303;Favières;457
80304;Fay;98
80305;Ferrières;472
80306;Fescamps;130
80307;Feuillères;156
80308;Feuquières-en-Vimeu;2466
80310;Fienvillers;678
80311;Fignières;150
80312;Fins;280
80313;Flaucourt;291
80314;Flers;201
80315;Flers-sur-Noye;507
80316;Flesselles;1993
80317;Fleury;209
80318;Flixecourt;3249
80319;Fluy;333
80320;Folies;157
80321;Folleville;141
80322;Fonches-Fonchette;171
80324;Fontaine-le-Sec;140
80325;Fontaine-lès-Cappy;52
80326;Fontaine-sous-Montdidier;105
80327;Fontaine-sur-Maye;158
80328;Fontaine-sur-Somme;518
80329;Forceville;174
80330;Forceville-en-Vimeu;237
80331;Forest-l'Abbaye;311
80332;Forest-Montiers;395
80333;Fort-Mahon-Plage;1297
80334;Fossemanant;98
80335;Foucaucourt-en-Santerre;240
80336;Foucaucourt-Hors-Nesle;80
80337;Fouencamps;201
80338;Fouilloy;1815
80339;Fouquescourt;152
80340;Fourcigny;200
80341;Fourdrinoy;393
80342;Framerville-Rainecourt;455
80343;Framicourt;167
80344;Francières;178
80345;Franleu;519
80346;Franqueville;164
80347;Fransart;159
80348;Fransu;183
80349;Fransures;132
80350;Franvillers;522
80351;Fréchencourt;259
80352;Frémontiers;160
80353;Fresnes-Mazancourt;157
80354;Fresnes-Tilloloy;204
80355;Fresneville;101
80356;Fresnoy-Andainville;92
80357;Fresnoy-au-Val;230
80358;Fresnoy-en-Chaussée;138
80359;Fresnoy-lès-Roye;284
80360;Fressenneville;2168
80361;Frettecuisse;73
80362;Frettemeule;300
80364;Friaucourt;697
80365;Fricamps;183
80366;Fricourt;492
80367;Frise;178
80368;Friville-Escarbotin;4492
80369;Frohen-sur-Authie;237
80371;Froyelles;94
80372;Frucourt;122
80373;Gamaches;2461
80374;Gapennes;278
80375;Gauville;339
80376;Gentelles;646
80377;Gézaincourt;399
80378;Ginchy;68
80379;Glisy;838
80380;Gorenflos;238
80381;Gorges;38
80383;Goyencourt;93
80384;Grandcourt;177
80385;Grand-Laviers;465
80386;Gratibus;178
80387;Grattepanche;323
80388;Grébault-Mesnil;210
80390;Grivesnes;411
80391;Grivillers;90
80392;Grouches-Luchuel;572
80393;Gruny;311
80395;Guerbigny;275
80396;Gueschart;371
80397;Gueudecourt;92
80399;Guignemicourt;403
80400;Guillaucourt;400
80401;Guillemont;126
80402;Guizancourt;138
80403;Guyencourt-sur-Noye;176
80404;Guyencourt-Saulcourt;142
80405;Hailles;421
80406;Hallencourt;1295
80407;Hallivillers;139
80408;Halloy-lès-Pernois;330
80409;Hallu;148
80410;Ham;4510
80411;Le Hamel;488
80412;Hamelet;638
80413;Hancourt;89
80414;Hangard;122
80415;Hangest-en-Santerre;1010
80416;Hangest-sur-Somme;768
80417;Harbonnières;1642
80418;Hardecourt-aux-Bois;85
80420;Harponville;175
80421;Hattencourt;296
80422;Hautvillers-Ouville;574
80423;Havernas;377
80424;Hébécourt;540
80425;Hédauville;111
80426;Heilly;436
80427;Hem-Hardinval;379
80428;Hem-Monacu;132
80429;Hénencourt;193
80430;Herbécourt;191
80431;Hérissart;717
80432;Herleville;193
80433;Herly;43
80434;Hervilly;192
80435;Hesbécourt;57
80436;Hescamps;525
80437;Heucourt-Croquoison;109
80438;Heudicourt;508
80439;Heuzecourt;163
80440;Hiermont;152
80442;Hombleux;1158
80443;Hornoy-le-Bourg;1679
80444;Huchenneville;668
80445;Humbercourt;266
80446;Huppy;745
80449;Ignaucourt;65
80450;Inval-Boiron;113
80451;Irles;126
80452;Jumel;526
80453;Laboissière-en-Santerre;140
80455;Lachapelle;92
80456;Lafresguimont-Saint-Martin;555
80458;Lahoussoye;450
80459;Laleu;104
80460;Lamaronde;66
80461;Lamotte-Brebière;212
80462;Lamotte-Buleux;348
80463;Lamotte-Warfusée;706
80464;Lanchères;920
80465;Languevoisin-Quiquery;194
80466;Lanches-Saint-Hilaire;132
80467;Laucourt;190
80468;Laviéville;169
80469;Lawarde-Mauger-l'Hortoy;160
80470;Léalvillers;163
80472;Lesbœufs;168
80473;Liancourt-Fosse;292
80474;Licourt;401
80475;Liéramont;215
80476;Liercourt;359
80477;Ligescourt;221
80478;Lignières;145
80479;Lignières-Châtelain;343
80480;Lignières-en-Vimeu;113
80481;Lihons;456
80482;Limeux;140
80484;Liomer;387
80485;Ô-de-Selle;1168
80486;Long;618
80487;Longavesnes;77
80488;Longpré-les-Corps-Saints;1550
80489;Longueau;5815
80490;Longueval;272
80491;Longuevillette;75
80493;Louvencourt;297
80494;Louvrechy;199
80495;Lucheux;515
80496;Machiel;152
80497;Machy;118
80498;Mailly-Maillet;643
80499;Mailly-Raineval;302
80500;Maisnières;513
80501;Maison-Ponthieu;284
80502;Maison-Roland;100
80503;Maizicourt;186
80504;Malpart;76
80505;Carnoy-Mametz;293
80507;Marcelcave;1275
80508;Marché-Allouarde;49
80509;Marchélepot-Misery;592
80511;Marestmontiers;110
80512;Mareuil-Caubert;832
80513;Maricourt;178
80514;Marieux;132
80515;Marlers;146
80516;Marquaix;191
80517;Marquivillers;194
80518;Martainneville;427
80519;Matigny;495
80520;Maucourt;188
80521;Maurepas;215
80522;Le Mazis;107
80523;Méaulte;1262
80524;Méharicourt;576
80525;Meigneux;179
80526;Le Meillard;153
80527;Méneslies;302
80528;Méréaucourt;9
80529;Mérélessart;192
80530;Méricourt-l'Abbé;604
80531;Méricourt-en-Vimeu;102
80533;Mers-les-Bains;2573
80535;Le Mesge;153
80536;Mesnil-Bruntel;287
80537;Mesnil-Domqueur;88
80538;Mesnil-en-Arrouaise;117
80540;Mesnil-Martinsart;234
80541;Mesnil-Saint-Georges;200
80542;Mesnil-Saint-Nicaise;556
80543;Métigny;117
80544;Mézerolles;183
80545;Mézières-en-Santerre;540
80546;Miannay;594
80547;Millencourt;206
80548;Millencourt-en-Ponthieu;352
80549;Miraumont;649
80550;Mirvaux;127
80552;Moislains;1129
80553;Molliens-au-Bois;333
80554;Molliens-Dreuil;961
80555;Monchy-Lagache;593
80556;Mons-Boubert;561
80557;Estrées-Mons;588
80558;Monsures;219
80559;Montagne-Fayel;142
80560;Montauban-de-Picardie;214
80561;Montdidier;6051
80562;Montigny-sur-l'Hallue;206
80563;Montigny-les-Jongleurs;98
80565;Montonvillers;83
80566;Fieffes-Montrelet;340
80568;Morchain;345
80569;Morcourt;328
80570;Moreuil;3996
80571;Morisel;486
80572;Morlancourt;369
80573;Morvillers-Saint-Saturnin;389
80574;Mouflers;95
80575;Mouflières;78
80576;Moyencourt;323
80577;Moyencourt-lès-Poix;177
80578;Moyenneville;718
80579;Muille-Villette;831
80580;Nampont;255
80582;Namps-Maisnil;1010
80583;Nampty;289
80584;Naours;1072
80585;Nesle;2314
80586;Nesle-l'Hôpital;162
80587;Neslette;83
80588;Neufmoulin;359
80589;Neuilly-le-Dien;100
80590;Neuilly-l'Hôpital;322
80591;Neuville-au-Bois;149
80592;Neuville-Coppegueule;509
80593;La Neuville-lès-Bray;253
80595;La Neuville-Sire-Bernard;311
80596;Neuvillette;218
80597;Nibas;844
80598;Nouvion;1231
80599;Noyelles-en-Chaussée;242
80600;Noyelles-sur-Mer;663
80601;Nurlu;365
80602;Occoches;130
80603;Ochancourt;329
80604;Offignies;83
80605;Offoy;204
80606;Oisemont;1137
80607;Oissy;209
80609;Oneux;424
80611;Oresmaux;942
80613;Oust-Marest;618
80614;Outrebois;315
80615;Ovillers-la-Boisselle;433
80616;Pargny;196
80617;Parvillers-le-Quesnoy;233
80618;Pendé;1049
80619;Pernois;724
80620;Péronne;7444
80621;Hypercourt;715
80622;Picquigny;1297
80623;Piennes-Onvillers;373
80624;Pierregot;285
80625;Trois-Rivières;1505
80626;Pissy;291
80627;Plachy-Buyon;816
80628;Le Plessier-Rozainvillers;788
80629;Pœuilly;107
80630;Poix-de-Picardie;2332
80631;Ponches-Estruval;98
80632;Pont-de-Metz;2375
80633;Ponthoile;606
80634;Pont-Noyelles;814
80635;Pont-Remy;1460
80637;Port-le-Grand;286
80638;Potte;110
80639;Poulainville;1290
80640;Pozières;265
80642;Prouville;328
80643;Prouzel;562
80644;Proyart;739
80645;Puchevillers;556
80646;Punchy;83
80647;Puzeaux;289
80648;Pys;123
80649;Quend;1272
80650;Querrieu;629
80651;Le Quesne;263
80652;Le Quesnel;778
80654;Quesnoy-le-Montant;535
80655;Quesnoy-sur-Airaines;421
80656;Quevauvillers;1103
80657;Quiry-le-Sec;317
80658;Quivières;143
80659;Raincheval;271
80661;Rainneville;1035
80662;Ramburelles;276
80663;Rambures;352
80664;Rancourt;191
80665;Regnière-Écluse;122
80666;Remaisnil;31
80667;Remaugies;133
80668;Remiencourt;170
80669;Rethonvillers;343
80670;Revelles;493
80671;Ribeaucourt;231
80672;Ribemont-sur-Ancre;633
80673;Riencourt;178
80674;Rivery;3623
80675;Rogy;132
80676;Roiglise;153
80677;Roisel;1575
80678;Rollot;768
80679;Ronssoy;586
80680;Rosières-en-Santerre;3005
80681;Rouvrel;310
80682;Rouvroy-en-Santerre;213
80683;Rouy-le-Grand;102
80684;Rouy-le-Petit;108
80685;Roye;5703
80686;Rubempré;729
80687;Rubescourt;133
80688;Rue;3115
80690;Rumigny;644
80691;Saigneville;347
80692;Sailly-Flibeaucourt;1024
80693;Sailly-Laurette;329
80694;Sailly-le-Sec;350
80695;Sailly-Saillisel;484
80696;Sains-en-Amiénois;1213
80697;Saint-Acheul;34
80698;Saint-Aubin-Montenoy;218
80699;Saint-Aubin-Rivière;113
80700;Saint-Blimont;878
80701;Saint-Christ-Briost;429
80702;Saint-Fuscien;1355
80703;Saint-Germain-sur-Bresle;210
80704;Saint-Gratien;383
80705;Saint-Léger-lès-Authie;79
80706;Saint-Léger-lès-Domart;1840
80707;Saint-Léger-sur-Bresle;77
80708;Saint-Mard;156
80709;Saint-Maulvis;272
80710;Saint-Maxent;395
80711;Saint-Ouen;1788
80713;Saint-Quentin-en-Tourmont;281
80714;Saint-Quentin-la-Motte-Croix-au-Bailly;1275
80716;Saint-Riquier;1260
80717;Saint-Sauflieu;987
80718;Saint-Sauveur;1321
80719;Sainte-Segrée;51
80721;Saint-Valery-sur-Somme;2435
80722;Saint-Vaast-en-Chaussée;485
80723;Saisseval;244
80724;Saleux;2787
80725;Salouël;4011
80726;Sancourt;265
80728;Saulchoy-sous-Poix;76
80729;Sauvillers-Mongival;182
80730;Saveuse;1067
80732;Senarpont;627
80733;Senlis-le-Sec;313
80734;Sentelie;208
80735;Seux;167
80736;Sorel-en-Vimeu;217
80737;Sorel;161
80738;Soues;126
80740;Sourdon;349
80741;Soyécourt;191
80742;Surcamps;69
80743;Suzanne;193
80744;Tailly;56
80746;Talmas;1074
80747;Templeux-la-Fosse;135
80748;Templeux-le-Guérard;192
80749;Terramesnil;321
80750;Tertry;145
80751;Thennes;582
80752;Thézy-Glimont;675
80753;Thiepval;124
80754;Thieulloy-l'Abbaye;394
80755;Thieulloy-la-Ville;145
80756;Thièvres;64
80757;Thoix;144
80758;Thory;208
80759;Tilloloy;346
80760;Tilloy-Floriville;370
80762;Tincourt-Boucly;343
80763;Le Titre;352
80764;Tœufles;299
80765;Tours-en-Vimeu;806
80766;Toutencourt;434
80767;Le Translay;248
80769;Treux;224
80770;Tully;540
80771;Ugny-l'Équipée;30
80773;Vadencourt;106
80774;Vaire-sous-Corbie;290
80775;Valines;626
80776;Varennes;218
80777;Vauchelles-lès-Authie;138
80778;Vauchelles-lès-Domart;125
80779;Vauchelles-les-Quesnoy;835
80780;Vaudricourt;411
80781;Vauvillers;220
80782;Vaux-en-Amiénois;424
80783;Vaux-Marquenneville;82
80784;Vaux-sur-Somme;295
80785;Vecquemont;542
80786;Velennes;146
80787;Vercourt;96
80788;Vergies;175
80789;Vermandovillers;157
80790;Verpillières;168
80791;Vers-sur-Selle;775
80792;La Vicogne;246
80793;Vignacourt;2323
80794;Villecourt;54
80795;Ville-le-Marclet;466
80796;Villeroy;178
80797;Villers-aux-Érables;139
80798;Villers-Bocage;1435
80799;Villers-Bretonneux;4637
80800;Villers-Campsart;139
80801;Villers-Carbonnel;312
80802;Villers-Faucon;554
80803;Villers-lès-Roye;276
80804;Villers-sous-Ailly;181
80805;Villers-Tournelle;154
80806;Villers-sur-Authie;469
80807;Ville-sur-Ancre;261
80808;Vironchaux;501
80809;Vismes;476
80810;Vitz-sur-Authie;135
80811;Voyennes;586
80812;Vraignes-en-Vermandois;137
80813;Vraignes-lès-Hornoy;96
80814;Vrély;452
80815;Vron;834
80819;Wargnies;83
80820;Warloy-Baillon;750
80821;Warlus;221
80822;Warsy;139
80823;Warvillers;126
80824;Wiencourt-l'Équipée;264
80825;Wiry-au-Mont;112
80826;Woignarue;779
80827;Woincourt;1224
80828;Woirel;60
80829;Y;90
80830;Yaucourt-Bussus;245
80832;Yvrench;305
80833;Yvrencheux;124
80834;Yzengremer;512
80835;Yzeux;270
80836;Yonval;226
81001;Aguts;230
81002;Aiguefonde;2507
81003;Alban;925
81004;Albi;49094
81005;Albine;515
81006;Algans;193
81007;Alos;97
81008;Almayrac;296
81009;Amarens;69
81010;Ambialet;468
81011;Ambres;1023
81012;Andillac;120
81013;Andouque;408
81014;Anglès;507
81015;Appelle;74
81016;Arfons;167
81017;Arifat;149
81018;Arthès;2517
81019;Assac;146
81020;Aussac;268
81021;Aussillon;5795
81022;Bannières;206
81023;Barre;208
81024;Beauvais-sur-Tescou;367
81025;Belcastel;246
81026;Bellegarde-Marsal;700
81027;Belleserre;155
81028;Berlats;101
81029;Bernac;183
81030;Bertre;111
81031;Le Bez;848
81032;Blan;1123
81033;Blaye-les-Mines;2925
81034;Boissezon;381
81035;Bournazel;226
81036;Bout-du-Pont-de-Larn;1272
81037;Brassac;1297
81038;Brens;2367
81039;Briatexte;2011
81040;Brousse;431
81041;Broze;116
81042;Burlats;2014
81043;Busque;728
81044;Cabanès;312
81045;Les Cabannes;367
81046;Cadalen;1528
81047;Cadix;220
81048;Cagnac-les-Mines;2580
81049;Cahuzac;357
81050;Cambon-lès-Lavaur;347
81051;Cahuzac-sur-Vère;1164
81052;Cambon;2126
81053;Cambounès;334
81054;Cambounet-sur-le-Sor;943
81055;Les Cammazes;366
81056;Campagnac;157
81058;Carbes;233
81059;Carlus;663
81060;Carmaux;9870
81061;Castanet;194
81062;Fontrieu;927
81063;Castelnau-de-Lévis;1619
81064;Castelnau-de-Montmiral;1046
81065;Castres;42394
81066;Caucalières;283
81067;Cestayrols;471
81068;Combefa;168
81069;Cordes-sur-Ciel;817
81070;Coufouleux;2971
81071;Courris;79
81072;Crespin;123
81073;Crespinet;180
81074;Cunac;1614
81075;Cuq;501
81076;Cuq-Toulza;702
81077;Curvalle;393
81078;Damiatte;1040
81079;Dénat;809
81080;Donnazac;67
81081;Dourgne;1307
81082;Le Dourn;113
81083;Durfort;244
81084;Escoussens;621
81085;Escroux;44
81086;Espérausses;173
81087;Fayssac;364
81088;Fauch;570
81089;Faussergues;134
81090;Fénols;253
81092;Fiac;926
81093;Florentin;693
81094;Fraissines;93
81095;Frausseilles;84
81096;Le Fraysse;419
81097;Fréjairolles;1334
81098;Fréjeville;719
81099;Gaillac;15245
81100;Garrevaques;401
81101;Le Garric;1272
81102;Garrigues;287
81103;Gijounet;135
81104;Giroussens;1504
81105;Graulhet;12914
81106;Grazac;625
81108;Itzac;176
81109;Jonquières;443
81110;Jouqueviel;98
81111;Labarthe-Bleys;76
81112;Labastide-de-Lévis;950
81114;Labastide-Gabausse;521
81115;Labastide-Rouairoux;1413
81116;Labastide-Saint-Georges;1944
81117;Labessière-Candeil;758
81118;Laboulbène;158
81119;Laboutarie;489
81120;Labruguière;6510
81121;Lacabarède;292
81122;Lacapelle-Pinet;77
81123;Lacapelle-Ségalar;93
81124;Lacaune;2466
81125;Lacaze;313
81126;Lacougotte-Cadoul;183
81127;Lacroisille;106
81128;Lacrouzette;1573
81129;Lagardiolle;229
81130;Lagarrigue;1802
81131;Lagrave;2247
81132;Guitalens-L'Albarède;835
81133;Lamillarié;499
81134;Lamontélarié;57
81135;Laparrouquial;95
81136;Larroque;149
81137;Lasfaillades;87
81138;Lasgraisses;558
81139;Lautrec;1706
81140;Lavaur;10820
81141;Lédas-et-Penthiès;154
81142;Lempaut;894
81143;Lescout;757
81144;Lescure-d'Albigeois;4577
81145;Lisle-sur-Tarn;4693
81146;Livers-Cazelles;237
81147;Lombers;1122
81148;Loubers;81
81149;Loupiac;427
81150;Lugan;427
81151;Magrin;127
81152;Mailhoc;320
81154;Marnaves;78
81156;Marssac-sur-Tarn;3439
81157;Marzens;312
81158;Le Masnau-Massuguiès;259
81159;Massac-Séran;432
81160;Massaguel;355
81161;Massals;112
81162;Maurens-Scopont;149
81163;Mazamet;9953
81164;Mézens;516
81165;Milhars;242
81166;Milhavet;94
81167;Miolles;106
81168;Mirandol-Bourgnounac;1041
81169;Missècle;99
81170;Monestiés;1368
81171;Montans;1534
81172;Montauriol;60
81173;Montcabrier;324
81174;Montdragon;620
81175;Montdurausse;425
81176;Montels;104
81177;Montfa;484
81178;Montgaillard;359
81179;Montgey;278
81180;Montirat;255
81181;Montpinier;189
81182;Montredon-Labessonnié;2018
81183;Mont-Roc;187
81184;Montrosier;35
81185;Montvalen;239
81186;Moularès;257
81187;Moulayrès;214
81188;Moulin-Mage;316
81189;Mouzens;128
81190;Mouzieys-Teulet;548
81191;Mouzieys-Panens;234
81192;Murat-sur-Vèbre;867
81193;Nages;338
81195;Navès;689
81196;Noailhac;851
81197;Noailles;212
81198;Orban;330
81199;Padiès;178
81200;Palleville;440
81201;Pampelonne;880
81202;Parisot;963
81203;Paulinet;541
81204;Payrin-Augmontel;2181
81205;Péchaudier;190
81206;Penne;587
81207;Peyregoux;79
81208;Peyrole;582
81209;Pont-de-Larn;2781
81210;Poudis;264
81211;Poulan-Pouzols;494
81212;Prades;123
81213;Pratviel;91
81214;Puéchoursi;100
81215;Puybegon;644
81216;Puycalvel;210
81217;Puycelsi;452
81218;Puygouzon;3534
81219;Puylaurens;3194
81220;Rabastens;5748
81221;Rayssac;234
81222;Réalmont;3501
81223;Le Rialet;57
81224;Le Riols;100
81225;Rivières;1072
81227;Roquecourbe;2185
81228;Roquemaure;468
81229;Roquevidal;130
81230;Rosières;725
81231;Rouairoux;383
81232;Rouffiac;626
81233;Terre-de-Bancalié;1730
81234;Roussayrolles;87
81235;Saint-Affrique-les-Montagnes;733
81236;Saint-Agnan;276
81237;Saint-Amancet;185
81238;Saint-Amans-Soult;1514
81239;Saint-Amans-Valtoret;865
81240;Saint-André;102
81242;Saint-Avit;266
81243;Saint-Beauzile;132
81244;Saint-Benoît-de-Carmaux;2058
81245;Saint-Christophe;122
81246;Sainte-Cécile-du-Cayrou;109
81247;Saint-Cirgue;208
81248;Saint-Gauzens;899
81249;Sainte-Gemme;899
81250;Saint-Genest-de-Contest;281
81251;Saint-Germain-des-Prés;928
81252;Saint-Germier;147
81253;Saint-Grégoire;456
81254;Saint-Jean-de-Marcel;380
81255;Saint-Jean-de-Rives;525
81256;Saint-Jean-de-Vals;79
81257;Saint-Juéry;6627
81258;Saint-Julien-du-Puy;443
81259;Saint-Julien-Gaulène;224
81261;Saint-Lieux-lès-Lavaur;1157
81262;Saint-Marcel-Campes;211
81263;Saint-Martin-Laguépie;391
81264;Saint-Michel-Labadié;89
81265;Saint-Michel-de-Vax;79
81266;Saint-Paul-Cap-de-Joux;1067
81267;Saint-Pierre-de-Trivisy;614
81268;Saint-Salvi-de-Carcavès;72
81269;Saint-Salvy-de-la-Balme;507
81270;Saint-Sernin-lès-Lavaur;168
81271;Saint-Sulpice-la-Pointe;9480
81272;Saint-Urcisse;219
81273;Saïx;3630
81274;Saliès;832
81275;Salles;194
81276;Salvagnac;1242
81277;Saussenac;611
81278;Sauveterre;169
81279;La Sauzière-Saint-Jean;260
81280;Le Ségur;261
81281;Sémalens;2006
81282;Senaux;34
81283;Senouillac;1123
81284;Le Sequestre;1951
81285;Sérénac;491
81286;Serviès;599
81287;Sieurac;271
81288;Sorèze;2938
81289;Soual;2627
81290;Souel;166
81291;Taïx;506
81292;Tanus;539
81293;Tauriac;363
81294;Técou;1034
81295;Teillet;438
81297;Terssac;1220
81298;Teulat;476
81299;Teyssode;378
81300;Tonnac;98
81302;Tréban;56
81303;Trébas;411
81304;Trévien;190
81305;Vabre;731
81306;Valderiès;834
81307;Valdurenque;862
81308;Valence-d'Albigeois;1295
81309;Vaour;296
81310;Veilhes;157
81311;Vénès;732
81312;Verdalle;1015
81313;Le Verdier;227
81314;Viane;533
81315;Vielmur-sur-Agout;1401
81316;Vieux;227
81317;Villefranche-d'Albigeois;1244
81318;Villeneuve-lès-Lavaur;142
81319;Villeneuve-sur-Vère;515
81320;Vindrac-Alayrac;147
81321;Le Vintrou;91
81322;Virac;251
81323;Viterbe;360
81324;Viviers-lès-Lavaur;239
81325;Viviers-lès-Montagnes;1976
81326;Sainte-Croix;399
82001;Albefeuille-Lagarde;614
82002;Albias;3337
82003;Angeville;246
82004;Asques;136
82005;Aucamville;1531
82006;Auterive;78
82007;Auty;146
82008;Auvillar;910
82009;Balignac;39
82010;Bardigues;242
82011;Barry-d'Islemade;936
82012;Les Barthes;571
82013;Beaumont-de-Lomagne;3778
82014;Beaupuy;262
82015;Belbèze-en-Lomagne;160
82016;Belvèze;217
82017;Bessens;1478
82018;Bioule;1164
82019;Boudou;750
82020;Bouillac;588
82021;Bouloc-en-Quercy;192
82022;Bourg-de-Visa;380
82023;Bourret;981
82024;Brassac;249
82025;Bressols;3700
82026;Bruniquel;614
82027;Campsas;1429
82028;Canals;806
82029;Castanet;277
82030;Castelferrus;491
82031;Castelmayran;1212
82032;Castelsagrat;540
82033;Castelsarrasin;14131
82034;Castéra-Bouzet;107
82035;Caumont;344
82036;Le Causé;134
82037;Caussade;6819
82038;Caylus;1489
82039;Cayrac;563
82040;Cayriech;280
82041;Cazals;236
82042;Cazes-Mondenard;1203
82043;Comberouger;269
82044;Corbarieu;1697
82045;Cordes-Tolosannes;357
82046;Coutures;115
82047;Cumont;51
82048;Dieupentale;1625
82049;Donzac;1032
82050;Dunes;1200
82051;Durfort-Lacapelette;841
82052;Escatalens;1115
82053;Escazeaux;287
82054;Espalais;386
82055;Esparsac;256
82056;Espinas;185
82057;Fabas;668
82058;Fajolles;101
82059;Faudoas;291
82060;Fauroux;190
82061;Féneyrols;139
82062;Finhan;1522
82063;Garganvillar;681
82064;Gariès;125
82065;Gasques;407
82066;Génébrières;609
82067;Gensac;106
82068;Gimat;243
82069;Ginals;200
82070;Glatens;71
82071;Goas;37
82072;Golfech;1013
82073;Goudourville;948
82074;Gramont;131
82075;Grisolles;4187
82076;L'Honor-de-Cos;1600
82077;Labarthe;400
82078;Labastide-de-Penne;128
82079;Labastide-Saint-Pierre;3803
82080;Labastide-du-Temple;1148
82081;Labourgade;183
82082;Lacapelle-Livron;195
82083;Lachapelle;118
82084;Lacour;169
82085;Lacourt-Saint-Pierre;1261
82086;Lafitte;225
82087;Lafrançaise;2843
82088;Laguépie;620
82089;Lamagistère;1182
82090;Lamothe-Capdeville;1054
82091;Lamothe-Cumont;125
82092;Lapenche;289
82093;Larrazet;702
82094;Lauzerte;1453
82095;Lavaurette;217
82096;La Ville-Dieu-du-Temple;3140
